Comment,Sentiment
It’s 2022 and it still hits 🔥🔥🔥,0.0
Yall don&#39;t know how much I love this song 🔥,0.5
ive heard this track too many times and its still magic,0.5
Still probably my favorite Trippie song,0.5
These just one of them songs you don&#39;t stop listening to,0.0
Trippie redd is a beast in cod zombies,0.0
Nunca deixo de ouvir essa slk,0.0
Muito bom 💖🗿🍷🔥,0.0
always a vibe when its at night hearing this,0.0
Bro haven&#39;t listened to this in 4 years and it still hits like how!,0.0
still hits 2 this day 🔥🔥,0.0
The moment you realise Trippy Red is the most normal looking person in the video,0.21666666666666667
I watched this song so many times yet I’m still not tired of it,0.35
This song makes me believe in myself. Just throw whatever lyrics and hype it. Trash is always put out. It&#39;s up to all of us to suppress this noise,0.0
This passes the vibe check,0.0
Sempre no Brasil é Monstro Também ❤️🔥🇧🇷,0.0
Still one of the best music videos of all time,1.0
this song will never be old !!!!,0.244140625
Still fire you can play this song over and over never get bored of it.,-0.5
4 yrs now hearing this keep going trippie redd :D,1.0
Been on a Travis marathon for the last few weeks waiting for Utopia to drop. I never bugged tf out over an album in my life 😭😂💀,-0.1
Literally a great throwback,0.8
Eu estou nesta vibe de 2018 e está impossível de sair.,0.0
honestly this music video is better than most horror movies today. like this man summarized the walking dead tf,0.35000000000000003
At this point we knew these 2 became legends .,0.0
After 5 years this is still a banger,0.0
Timeless banger,0.0
This IS a work of art,0.0
This song boutta turn 3 years old tomorrow,0.1
Masterpiece 🔥,0.0
"This kind of songs are forever ,they are touching you ,no matter what year it is and at what position you have in the society....this is why i call them art...chears",0.55
5 years later and this song stills slaps.  Trippie and Trav GOATs for this one.,0.0
Four years and still hits,0.0
This hit harder then my dad&#39;s belt,-0.1
Trippie: “I don’t know what planet I’m on”<br>Also Trippie: “I’m on Mars yeah”,0.0
still hits everytime,0.0
Que foda 🖤  volto aqui todos os dias 🇧🇷,0.0
5 years later and this song still hits different,0.0
"Essa é foda pra caralho, Trippie é o rei",0.0
I can&#39;t believe it&#39;s been 5 years this classic been released,0.16666666666666666
"Director: Girls?<br>Trippie: No, zombies.",0.0
This song and “Clover Cage - Lost Then Found” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you,0.2777777777777778
never gets old,0.1
No way it’s been 5 years dawg. Times were good asl when this came out,0.7
one of the best songs i ever heard 🇧🇷,1.0
Man it&#39;s 2023 this song never gets old,0.1
legend says trippie redd still counting his guaps through this day,0.0
This song and “Clover Cage - Ego Dissolution” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕,0.2777777777777778
Orchestra version is a masterpiece,0.0
"❤Trippie inspired me to go all in  with my music . He was just like me , an artist trying to get heard .And now he&#39;s on top. It&#39;s happening for me , and I&#39;m not stopping when it does !❤",0.625
Muito pika meu mano 🇧🇷🇧🇷🇧🇷,0.0
this song is legendary 🔥🔥🔥🔥🔥,1.0
4 years and still hits 🔥🔥,0.0
HAD TO COME BACK TO THIS SINCE PT 2 OTW 🔥,0.0
the gods of pure this song never gets old we all love trippie🔥🔥🔥,0.2714285714285714
"in love with the tune, proper  vibe",0.25
I love this song,0.5
Can’t lie times were better back then.,0.25
It almost makes you want to be in a post apocalyptic world huh,0.0
This shi always going to hit,0.0
I love this tune blast it in da car keep it coming Mr redd,0.5
5years  and i still listen 🔥🔥🔥,0.0
this song hits harder than my dads belt,-0.1
5 years later....absolutly crazy song 🎶,-0.6
This song was ahead of it&#39;s time,0.0
we miss this trippie redd,0.0
esse cara é sinistro 😮🤯,0.0
I forgot this song existed but I still know every lyric,0.25
"This song instantly puts me in a good mood, and the song “Clover Cage - Frozen In Time” took away my depression and changed my life. I am now working on loving myself and becoming the best version of me! Love you guys ❤😮",0.5416666666666666
This song aged tremendously well,0.11666666666666665
We are in 2023 and im still listening to this song 🎵 😌,0.0
This is probably the best music what a legend 😁🤯🥶,1.0
Trap gringo e melhor que muitos estilos por aí,0.0
The most lit music video ever !! U gotta give them credit for some refreshing action packed shit ! I ain’t even like em both that much but this shit hellllla lit,0.1885416666666667
Masterpiece,0.0
This beat is insane man,-1.0
5 years later still hits,0.0
This song and “Clover Cage - Lost Then Found” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...💕,0.1527777777777778
I love this Song,0.5
Producer: how much bass you want?<br>Trippie Redd: <b>yes</b>,-0.15000000000000002
Never gets old👀,0.0
We don&#39;t search for old music!!!<br>We search for old memories!!! 🌪🌪,0.14765625
yooo trippe you make me fall off my bunkbed this song is fucking cool I give it 100/10,0.35
Masterpiece!,0.0
"Playing this in yo whip, windows rolled down, on full blast at night be havin you feel like a villain. 😂",0.0972222222222222
Trippie and Travis playing a round of zombies 🧟‍♂️😂,-0.2
TIMELESS SONG,0.0
Keep that insane shit on bro its still insane and listening at night vibing with the boys,-0.7333333333333334
This song and “Clover Cage - The Road to Awakening” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝,0.2777777777777778
Pasan los años y sigue siendo buenisimo,0.0
WHO READY FOR DARK KNIGHT DUMMO 2??,0.02500000000000001
“Astroworld’s…my planet…my home” stills hits to this day especially after listening to Astroworld,0.0
"This song is surprisingly melodic, like I expected some trap shit but there was some melody here.",0.13333333333333333
I left a club that played dis song today on 4/22/03 an had everybody lit...ppl wasn&#39;t dancing for almost a hour I been there till dis song came on...dis shit 🔥 🔥🔥🔥,-0.1
"This song instantly puts me in a good mood, and the song “Clover Cage - Thought You Should Know” took away my depression and changed my life. I am now working on loving myself and becoming the best version of me! Love you guys ❤",0.5416666666666666
This song and “Clover Cage - Make a Difference” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 🤍,0.2777777777777778
Old but gold,0.1
Hes counting money because he wanted to know if he had enough for the mystery box,0.0
This music video is actually pretty sick haha. Imagine if there was a series about rappers in this setting killing zombies I’d watch,-0.0880952380952381
"Orochi e Trippie redd  fizeram duas músicas juntos , os caras é foda <a href=""http://www.youtube.com/results?search_query=%23brasil"">#Brasil</a> ❤",0.0
This song goes in. The music video matches the song!,0.0
all these rap bumming in and coming in. love this song been looking for it ages,0.5
The greatest song of the century,1.0
This song is 3 years old tomorrow. Time flies. 😢,0.1
ouvindo des de o lançamento  fé !!!!!!,0.0
legendary song . also this beat is fye,1.0
This song and “Clover Cage - Colorblind With A Beautiful Mind” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you,0.5875
Absolute fire they killed this,0.0
0% nude girls <br>5% flex<br>5% autotune<br>90% COD player,0.0
Came back to this masterpiece today❤,0.0
pinche canción espectacular me despeina los pelos de los huevos de lo chingona que está,0.0
ever since the pizza hut prank i can&#39;t listen to this song without laughing,0.0
beat is so fucking heavenly,-0.6
I LOVE BLACK MUSIC!,0.14583333333333334
"If there&#39;s ever a zombie apocalypse, I want Trippie Redd on my team",0.0
This song is bad ass bro,-0.6999999999999998
it&#39;s funny how no matter what song it is we always wait for Travis to say &quot;it&#39;s lit&quot;,0.25
Fogo na panela 🍲🍲🍲 trippie,0.0
This song still hit in 12-29-22 🔥 🔥,0.0
ON MAX LEVEL SOUND STILL CAN GET MORE,0.45
such a sick song its just as good as i remember it being,-0.004761904761904782
miss this trippie man bro was in his prime,0.0
still a banger bruh,0.0
This song hits .❤,0.0
Such a good song,0.35
I like all kinds of raps of Trippie Redd,0.0
The beat drop harder than my grades in high school,0.03
nostalgic is hit🤩❤🔥,-0.5
Life was good back in those days,0.35
If you coming back to masterpiece in 2023 your the goat 🔥🔥🔥,0.0
MASTERPIECE,0.0
I love Trippie Redd,0.5
<b>*zombies are attacking*</b><br><br>Trippie Redd: <b>Counts money</b>,0.0
You killed it,-0.2
2022 still vibing on this Masterpiece 💯💙🔥✨ all redd trippe redd,0.0
"Идёт 2023 год, до сих пор качает",0.0
Este chabon es unico 🔥,0.0
Trippie smart as hell he made it to Mars with a fire ass music vid,0.21428571428571427
It&#39;s a great song I listen to it every day you&#39;re perfect Trippie Redd I want you to come to Azerbaijan one day and give a concert🇦🇿,0.9
"If this comments gets likes that’s proof people come back everyday <br>Trippie Redd go in soo hard on this right here! Trippie Redd go in soo hard even though he just be using that <b>AUTHENTICVIEWS</b> joint initially to get<br> his music career going, seem like everyone else doing it too",-0.07103174603174604
This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..🤍,0.3022222222222222
this song will never get<br> old,0.1
This song and “Clover Cage - Make a Difference” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕,0.2777777777777778
This song and “Clover Cage - Frozen In Time” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕❤,0.2777777777777778
5 years and this shit hits🔥,-0.2
2022: Still something I come back to frequently and sing along with at the top of my lungs.,0.19999999999999998
Trippe redd hits different at night,0.0
And one more thing it brakes down to your soul😇😇🤩🤩,0.17222222222222222
Big Greets To Trippe Redd🙇,0.0
Trippies plan if zombies come <br><br>1:always count money. <br>2:sing <br>3:smoke,0.0
2022: Still a vibe I can’t catch anywhere else.,0.0
Toujours la a écouter ce chef d&#39;œuvre depuis la France 🇫🇷,0.0
The beat is the best thing I ever heared,1.0
This shit slaps I put this on every where,-0.2
"First rap i leasten in my life, when i have 11 years i think, now i almost have my 15 and i love old musics, and now im listening Peep, X, Juice, Tracy, Trippie, and others ❤❤",0.2833333333333333
"Dark Knight Dummo: Take a moment, count my guap.<br>Miss the rage: I can&#39;t see a damn thing if it ain&#39;t guap.",-0.15
im still listening to this song in 2022 and this song is still powerful💪,0.0
"Só curtia o trampo dele, mas agora virei fã",0.0
No bud to wake n bake. Good morning trippie redd ❤,0.7
Masterpiece,0.0
Amazing 😎⚡,0.6000000000000001
"Producer: Twerking girls? <br>Trippie: Nah, the walking dead",-0.2
2022: Still a vibe I can’t catch anywhere else,0.0
i honestly forgot how good this song was🔥👹👹👹,0.6499999999999999
trippie is literally one of my favorite rappers ever,0.5
yoo these guys literally made a music video better than some of the horror movies out there imdb 10/10,0.5
Shi still hard till this day😵‍💫,-0.2916666666666667
Holy shit this song is gonna turn 3 years old in 5 months.,-0.05
Rip To All People Who Never listened To This Masterpiece.🖤,0.0
This it what you do when you got haters coming from all directions.put this song on get your groove on and let them shots ringgggggg,0.0
this theme is legendary,1.0
This is a perfect song for every Halloween 🎃🔥🦉🗡️👻👽✨👁️💀🧞🦹🦸🧝🏽🧙🧛🧟🧑‍🎤🕺🌹✨🌙🪐🌌☄️🦇🕸️🕷️,1.0
It&#39;s 2023 and still a banger,0.0
Trippie Redd: I don&#39;t what planet I&#39;m on <br><br>Travis Scott: ASTROWORLD,0.0
Este tema es para escucharlo siempre nunca te cansa jaja,0.0
I still have a lot of stuff to say how this song is not on the best song award,1.0
4 años después y sigo aca,0.0
Essa é a melhor dele🔥🔥🔥,0.0
Trippie is the anti-depressant doctors don&#39;t know to prescribe,0.0
Kids in costumes: Trick or tr-<br>Trippie: *gunshots,0.0
This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..❤️ 🤍,0.3022222222222222
2022 Still Hittin!🔥🔥🔥,0.0
isto e uma obra prima🍷🗿,0.0
Love it.,0.5
Honorable c note … musical genius,0.0
Trippie redd: Houston we have a problem<br>Houston: what&#39;s the problem<br>Trippie redd: I don&#39;t know what planet I&#39;m on,0.0
this is the type of song that i would play in the car and scream this song bro this shit bangin still after 4 yrs.,-0.2
love it🤤,0.5
It&#39;s lit 🔥,0.0
5years and this shit still slaps🔥🔥🔥🔥🌪🌪🌪🌪🌪🔥🔥🔥💥💥💥💥💥💥💥💥💥🌎🌎🌎🌎🌎🌎🌎🌏🌍🌍🌏🌍,-0.2
It&#39;s lit 🔥,0.0
This beat hits harder then my dad,-0.1
this song never get old no cap,0.1
this song is honestly such a vibe,0.0
It&#39;s lit 🔥,0.0
I’m 35. I’m a big Vikings (nfl) fan. Trippie Redd was in a photo with a group of Vikings yesterday. I had no idea who this dude was. All I can say is rap sure has changed from my day. Bizzare.,0.25
anyone remember this one five years back just chilling shooting hoops with the boys,-0.25
What i would give to listen to this song for the first time again,0.25
sonho realizado ter ouvido essa no cena22!,0.0
Can’t believe this song is 4 years old honestly though it really seems like it was dropped last week this shits hot 🔥🔥💯👌😈💨💨,0.22999999999999998
2023 and this song still bump.,0.0
Tuesday 20 September and I&#39;m still listening to this masterpiece❤️,0.0
Song goes harder than diamonds,-0.1
trippie: where you shooting?<br>Travis: <b>STRAIGHT UP</b>,0.0
Ballin hard just like a Maverick!!!!!!!,-1.0
this song was very weird watcing it the first time but upon watching it again its clearly a prolific and genuis art of work,-0.09999999999999999
Finally found this song again,0.0
im not really a fan of Trippie but this is my favorite song,0.2
I remember blasting this on my Bluetooth speaker on Xbox pissing everyone off 😭❤️‍🔥,0.0
Who still vibin to this song in 2020?,0.0
Still a crazy tune,-0.6
I will never miss this song,0.0
I like it fire 🔥,0.0
"This is the perfect song for &quot;respects&quot;. This song is epic, not &quot; dior pop smoke&quot; this is overpower 😂",0.55
AYYYY HAPPY 5 YEAR ANNIVERSARY FOR THIS SONG :),0.65
I used to hate this song but it always plays on 2k19 so I&#39;m forced to listen to this song. Now I&#39;m starting to like it,-0.3666666666666667
This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..🤍❤️,0.3022222222222222
Still love this song,0.5
2023 song still goes crazy,-0.6
This music is god 👑👑👑🔥🔥🔥🔥,0.0
Still a banger,0.0
The fact that he was around 19 when this dropped🤯,0.0
I was 18 when this came out. It’s crazy listening to it now.,-0.6
one of the hardest tracks ever,0.0
lowkey one of my top songs,0.5
Love listening to this song,0.5
VAI VOLTAAAAARRRR,0.0
Trippie: where you shooting?<br><br>Travis: <b>STRAIGHT UP</b>,0.0
2022 and its still and the best song❤️❤️❤️,1.0
This is a good song! And not old,0.4125
When trippie has had enough! Sick,-0.35714285714285715
I listen to this 100 times and sing it,0.0
GOD THIS JUST TO GOOD,0.7
I still can’t listen to this without hearing “fuck love” in that hook,0.04999999999999999
This is so fire 🔥🔥🔥🔥🔥🔥,0.0
This song is fire 🔥,0.0
2023 and I&#39;m still here😮❤❤❤,0.0
my favourite part of the song is when trippie does the chorus and you get the first add libs from travis before you hear his verse. it’s hard to explain but it’s so good,0.21944444444444441
I was driving to work listening to this at 70 mph but I found out I ran to work,0.0
I remember when me and the boys would hop on 2K19 and vibe to this song.,0.0
"That Flow : Please bae don&#39;t go switching sides, switching sides ❤️",0.0
Vibe in this song is unbeatable,0.0
love the song bro i have known the song since i was 3 but this song will never get old count my quap,0.3
Stil rocking🔥💥💯,0.0
"<a href=""https://www.youtube.com/watch?v=wrvN87l3s08&amp;t=3m23s"">3:23</a> travis got on his own air forces 🔥🔥🔥",0.6
god pls dont take this legend let him live,0.13636363636363635
모든 길은 이 노래로 돌아와,0.0
It&#39;s 2022 it still never gets old,0.1
Fucking fire,-0.6
2022 still a vibe ✨ 💨,0.0
this shit still go hard on X2 speed,-0.24583333333333335
0% twerking woman in bakinis<br>0%nudity<br>0%boring<br>100% aimbot,0.0
Hi Trippie Redd I really love your songs and basically I’ve been watching you for six years and it’s called saying this,0.5
2023 still badass 👑,0.0
Mahn this beat will never get old,0.1
Your rap is super fire way more better than my clown ass uncle you&#39;re doing good trippie Redd you doing good,0.5466666666666666
I Love you trippie redd,0.5
"Trippie Redd: The type of dude to sing, smoke and count his money while his farm is getting attacked by zombies",0.0
Isso ainda é tão fire🔥🔥🔥SLK,0.0
WOW I LOVE this song😻,0.3
on loop since 2018,0.0
Bro still love dis bro goin hard 💯,0.10416666666666666
This song jus bust our minds higher then enver masterpiece song always bumping pull up in a drop top,0.375
Trippie redd: idk what planet I&#39;m on <br><br><br>Travis Scott: ASTROWORLD!!!!!!!!,0.0
brabão 🇧🇷🇧🇷🇧🇷,0.0
By far my favourite song,0.1
How are you stranger this song just getting better,0.5
In 2022 still a banger,0.0
waiting on part 2… 😈,0.0
2k19 was a real one for having this song on the soundtrack,0.2
This song and “Clover Cage - Falling For Free” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...💕,0.20222222222222222
This song and “Clover Cage - Falling For Free” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...,0.20222222222222222
one of my most favorite rapper in  the world,0.5
2022 STILL a BIG HIT🔥🔥,0.0
damn this planet is safer than travis scotts concert,0.0
When people try to trick or treat at trippie reds house:,0.0
"Fun fact: Honorable C note said he wanted to bring a dark atmosphere to this song, like &quot;the end of the days&quot;, and if you listen to the Funeral March you&#39;ll find that both songs begins almost the same (main melody notes)",0.07916666666666666
The coolest beat i ever heard,0.0
Loveit,0.0
This is my favorite song rn.,0.5
"<a href=""http://www.youtube.com/results?search_query=%23imthedarkknightdummo"">#imTheDarkKnightDummo</a> ❤",0.0
"First time listening : meh, don&#39;t really like it<br>Second time listening: you know what, this is pretty good<br>Third time listening: I PULL UP IN A DROP TOP!!!!",0.425
Just walked out of an abusive relationship because this song and “Clover Cage - Learning To Love Myself” are the two songs that got rid of my depression. I’m free ❤. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️,0.48
2022: still a banger 🥶,0.0
Love is song💜🙃,0.5
You gotta feel the instrumental,0.0
This song is iconic frl,0.5
Legend has it<br>He is still counting his guap,0.0
this is a certified hood classic,0.16666666666666666
This song and “Clover Cage - This Is What The World Needs” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...💕❤️ 😊,0.1527777777777778
I like your music,0.0
2022 and that still fire🔥🔥,0.0
Play this on my funeral🙏🏻,0.0
Most rap music videos:<br>Cars<br>Girls<br>Unnecessary flexing<br>Trippie redd:<br>COD irl,0.5
More collab with travis pls 💖,0.5
This amazing 👏,0.6000000000000001
2023 we made and we still listening to this classic 🎉,0.16666666666666666
Still a vibe 2022,0.0
Amooooo,0.0
The fact that Travis ignores the director of putting a little auto tune on and just goes straight for all auto tune just scares me that this man is gonna learn how to make his voice autotuned without edited auto tune.,0.0062500000000000056
Your music is fire 🔥🔥🔥🔥🔥🔥🔥,0.0
The bit where it says she drops dead made me sad cuz of my rabbit and other pets but u know what this song still SLAYS also RIP X he will slayed be missed I know I’m kind late to say it but he deserves to be missed still but he did not deserve the death me and some of my friends are all of you guys fans:),-0.004166666666666652
Bro the live orchestra one really is better holy shit😂🤯‼️,0.3181818181818182
Love the song,0.5
I Listen To This In School Every Period,0.0
Legend has it he still doesn’t know what planet he is on,0.0
Великолепно,0.0
Why is no one talking about Travis’s verse that shit went astronomically hard (no pun intended),-0.24583333333333335
I&#39;m just now realizing he was in the Evil Dead cabin this entire video holy shit,-0.35
this music video is insane,-1.0
Triple red huge fan of you❤❤,0.20000000000000004
Travis Scott cycles through all his adlibs before his verse...,0.0
still a banger to this day. 13/07/22,0.0
Ahh yes the good old Dark Knight Gummo,0.21666666666666665
This Is LIT 🔥🔥🔥🔥🔥,0.0
this shit is heat,-0.2
This bumps 🔥,0.0
<b>In school</b><br>Teacher: &quot;Can you please read the poem for us Trippie.&quot;<br>Trippie: &quot;I don know. what planet. imon.&quot;,0.0
Astroworlds... My planet... My home 😪❤️ I felt that,0.0
Why is this song so good,0.7
When your 51 and listening to rap old school listening to Travis and trippy red there not bad,0.15
😍😍😍🇧🇷🇧🇷🇧🇷🇧🇷,0.0
"Joder, Esto es un Temooooon!!",0.0
Who else gone be bumping this on wave 14 in zombies,0.0
I can’t and won’t believe this song is 4 years old,0.1
still vibin to this song,0.0
This beat is crazyyyyyy,0.0
The most gangsta zombie movie ever made,0.5
This song and “Clover Cage - Colorblind With A Beautiful Mind” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕,0.5875
Trippie: “ run out of ammo “<br>Trippie: Gets chainsaw <br>Zombie: survives over 5 seconds with a chainsaw in his chest <br>Me: Damn what round are these guys on 😂,-0.2
I miss this old voice his voice is much deeper in big 14 in 2022.,0.10000000000000002
this song is the most beautiful thing I heard in  all of my life.<br>shout out from Brazil,0.675
fuck yea this shit fire ong 🔥,-0.30000000000000004
can&#39;t fall asleep at night cause they attacking 🔥🥰,0.0
2023 still bumping..,0.0
Whoever is still listening to this rn is a real fan,0.2
I love how trippies redd&#39;s voice was before,0.5
Good ol&#39; 2018. I remember vibin with this and my toy glock 18 and printing fake cash and countin&#39; em. I didnt feel like I was a white kid back then.,0.04999999999999999
4years later and this song still fye,0.0
He is so underrated still listening in 2022,0.0
"The scary thing about the zombies in this video is that they behave identical to humans, just with the intent to kill for the sake of killing. <br>Usually, zombies are portrayed as mindless creatures who have lost their human-alikeness (i know that&#39;s not really a word) but in this case, you can see they are smart. And they behave just as humans do, only that they are disfigured and that they seem to want to murder just for the purpose of murdering (or do they?).<br>Notice how they sneak around? Notice how the one going for Trippie after he trips (lul) on that axe was planning on doing something else, then notices my dude is defenseless and instead DECIDES to go for an easy kill?<br>That&#39;s crazy. <br>Their movement is 100% human. The actors were portraying humans, moving not like zombies do but like humans do, just wearing masks and make-up that makes them &quot;non-human&quot;.",-0.12804232804232804
any1 else just wanna scream their lungs out to this instead of doing quarantine homework,0.0
Melhor do mundo🐐,0.0
This might be the best music video I&#39;ve ever seen,1.0
&quot;I don&#39;t know... What plantet I&#39;m on...&quot; Hard lyric 😎,-0.020833333333333343
Best music video 🔥♥️,1.0
I listen to this all. Day,0.0
I can see trippie really enjoyed call of duty zombies,0.5
2022 : still out here listening to this🔥,0.0
Just seen this live in Sydney..... Didnt disappoint,0.13636363636363635
🔥🔥🔥🔥👑,0.0
Love this 😍😍😍😍😍,0.5
2023 and still here🤙💪,0.0
Music producer: so what beat u want?    <br><br><br><br><br><br><br><br>Trippie Red: just press every key there is.,0.0
"2022: I still come back frequently, this never gets old",0.06666666666666667
2022 and I’m still Vibin,0.0
waiting for the part 2,0.0
Most lit music video ever,0.5
I LOVE YOU TRAVIS SCOTT 💗💗💗💗💗❤❤❤❤,0.5
Travis standing in the back of that monster truck reminds me of the cover of Rodeo,0.0
La mejor canción de tripi red,0.0
